,날짜,지역,평균기온,평균상대습도,최고기온,최저기온,평균풍속,평균해면기압,평균전운량,평균이슬점온도,월,강수확률
0,2020-07-04,경상남도,21.78,72.19,27.03,17.59,1.29,1007.83,8.16,17.7,7,0.05
1,2020-07-05,경상남도,21.82,71.98,26.82,17.96,1.79,1008.34,6.18,18.1,7,0.02
2,2020-07-06,경상남도,21.87,66.44,26.87,18.12,2.14,1008.97,10.55,18.27,7,0.04
3,2020-07-07,경상남도,21.94,73.61,26.7,18.16,2.11,1009.04,9.18,18.26,7,0.13
4,2020-07-08,경상남도,22.01,71.21,26.55,18.17,1.36,1008.82,8.77,18.15,7,0.05
